item;BA S/E SANTA LUISA 154KV BP1;addValue
2022-09-20 01;9113;91,13
2022-09-20 02;9113;91,13
2022-09-20 03;9113;91,13
2022-09-20 04;9738;97,38
2022-09-20 05;9821;98,21
2022-09-20 06;10259;102,59
2022-09-20 07;11455;114,55
2022-09-20 08;12650;126,5
2022-09-20 09;11860;118,6
2022-09-20 10;7828;78,28
2022-09-20 11;7486;74,86
2022-09-20 12;7486;74,86
2022-09-20 13;7486;74,86
2022-09-20 14;7486;74,86
2022-09-20 15;7486;74,86
2022-09-20 16;7486;74,86
2022-09-20 17;7854;78,54
2022-09-20 18;7927;79,27
2022-09-20 19;11060;110,6
2022-09-20 20;16184;161,84
2022-09-20 21;17207;172,07
2022-09-20 22;17367;173,67
2022-09-20 23;17367;173,67
2022-09-20 24;15214;152,14
2022-09-21 01;16258;162,58
2022-09-21 02;16258;162,58
2022-09-21 03;16258;162,58
2022-09-21 04;16258;162,58
2022-09-21 05;16258;162,58
2022-09-21 06;16258;162,58
2022-09-21 07;16258;162,58
2022-09-21 08;16258;162,58
2022-09-21 09;11649;116,49
2022-09-21 10;5768;57,68
2022-09-21 11;5768;57,68
2022-09-21 12;5768;57,68
2022-09-21 13;5768;57,68
2022-09-21 14;5768;57,68
2022-09-21 15;5768;57,68
2022-09-21 16;5768;57,68
2022-09-21 17;5768;57,68
2022-09-21 18;865;8,65
2022-09-21 19;6063;60,63
2022-09-21 20;16340;163,4
2022-09-21 21;16794;167,94
2022-09-21 22;16419;164,19
2022-09-21 23;16340;163,4
2022-09-21 24;14352;143,52
2022-09-22 01;12439;124,39
2022-09-22 02;9480;94,8
2022-09-22 03;7830;78,3
2022-09-22 04;9177;91,77
2022-09-22 05;9177;91,77
2022-09-22 06;10525;105,25
2022-09-22 07;12920;129,2
2022-09-22 08;14781;147,81
2022-09-22 09;6419;64,19
2022-09-22 10;0;0
2022-09-22 11;0;0
2022-09-22 12;0;0
2022-09-22 13;0;0
2022-09-22 14;0;0
2022-09-22 15;0;0
2022-09-22 16;0;0
2022-09-22 17;0;0
2022-09-22 18;0;0
2022-09-22 19;7413;74,13
2022-09-22 20;16308;163,08
2022-09-22 21;15359;153,59
2022-09-22 22;11620;116,2
2022-09-22 23;15494;154,94
2022-09-22 24;16308;163,08
2022-09-23 01;16222;162,22
2022-09-23 02;15758;157,58
2022-09-23 03;12248;122,48
2022-09-23 04;13043;130,43
2022-09-23 05;16222;162,22
2022-09-23 06;16222;162,22
2022-09-23 07;16952;169,52
2022-09-23 08;17010;170,1
2022-09-23 09;9106;91,06
2022-09-23 10;4749;47,49
2022-09-23 11;7866;78,66
2022-09-23 12;10983;109,83
2022-09-23 13;4749;47,49
2022-09-23 14;4749;47,49
2022-09-23 15;4749;47,49
2022-09-23 16;4749;47,49
2022-09-23 17;4749;47,49
2022-09-23 18;4749;47,49
2022-09-23 19;11620;116,2
2022-09-23 20;17920;179,2
2022-09-23 21;16242;162,42
2022-09-23 22;15709;157,09
2022-09-23 23;9242;92,42
2022-09-23 24;12727;127,27
2022-09-24 01;8618;86,18
2022-09-24 02;8618;86,18
2022-09-24 03;10349;103,49
2022-09-24 04;724;7,24
2022-09-24 05;3283;32,83
2022-09-24 06;12310;123,1
2022-09-24 07;12310;123,1
2022-09-24 08;9859;98,59
2022-09-24 09;4312;43,12
2022-09-24 10;0;0
2022-09-24 11;0;0
2022-09-24 12;0;0
2022-09-24 13;0;0
2022-09-24 14;0;0
2022-09-24 15;0;0
2022-09-24 16;0;0
2022-09-24 17;0;0
2022-09-24 18;0;0
2022-09-24 19;6231;62,31
2022-09-24 20;14511;145,11
2022-09-24 21;14511;145,11
2022-09-24 22;14511;145,11
2022-09-24 23;14217;142,17
2022-09-24 24;12905;129,05
2022-09-25 01;8438;84,38
2022-09-25 02;7172;71,72
2022-09-25 03;6915;69,15
2022-09-25 04;6915;69,15
2022-09-25 05;6915;69,15
2022-09-25 06;7178;71,78
2022-09-25 07;7273;72,73
2022-09-25 08;5949;59,49
2022-09-25 09;0;0
2022-09-25 10;5931;59,31
2022-09-25 11;7397;73,97
2022-09-25 12;7591;75,91
2022-09-25 13;7591;75,91
2022-09-25 14;3986;39,86
2022-09-25 15;0;0
2022-09-25 16;0;0
2022-09-25 17;0;0
2022-09-25 18;5125;51,25
2022-09-25 19;7350;73,5
2022-09-25 20;13082;130,82
2022-09-25 21;12492;124,92
2022-09-25 22;12368;123,68
2022-09-25 23;11913;119,13
2022-09-25 24;11177;111,77
2022-09-26 01;7383;73,83
2022-09-26 02;7383;73,83
2022-09-26 03;7449;74,49
2022-09-26 04;7449;74,49
2022-09-26 05;7574;75,74
2022-09-26 06;8523;85,23
2022-09-26 07;10257;102,57
2022-09-26 08;11379;113,79
2022-09-26 09;4817;48,17
2022-09-26 10;0;0
2022-09-26 11;7161;71,61
2022-09-26 12;4096;40,96
2022-09-26 13;6042;60,42
2022-09-26 14;3139;31,39
2022-09-26 15;0;0
2022-09-26 16;0;0
2022-09-26 17;0;0
2022-09-26 18;0;0
2022-09-26 19;5638;56,38
2022-09-26 20;12305;123,05
2022-09-26 21;12280;122,8
2022-09-26 22;11561;115,61
2022-09-26 23;11561;115,61
2022-09-26 24;10207;102,07
2022-09-27 01;7617;76,17
2022-09-27 02;7207;72,07
2022-09-27 03;7171;71,71
2022-09-27 04;2046;20,46
2022-09-27 05;0;0
2022-09-27 06;0;0
2022-09-27 07;0;0
2022-09-27 08;0;0
2022-09-27 09;0;0
2022-09-27 10;0;0
2022-09-27 11;0;0
2022-09-27 12;0;0
2022-09-27 13;0;0
2022-09-27 14;0;0
2022-09-27 15;0;0
2022-09-27 16;0;0
2022-09-27 17;0;0
2022-09-27 18;0;0
2022-09-27 19;3383;33,83
2022-09-27 20;4835;48,35
2022-09-27 21;0;0
2022-09-27 22;0;0
2022-09-27 23;0;0
2022-09-27 24;0;0
2022-09-28 01;0;0
2022-09-28 02;0;0
2022-09-28 03;0;0
2022-09-28 04;0;0
2022-09-28 05;0;0
2022-09-28 06;3185;31,85
2022-09-28 07;11849;118,49
2022-09-28 08;11491;114,91
2022-09-28 09;6613;66,13
2022-09-28 10;6430;64,3
2022-09-28 11;6554;65,54
2022-09-28 12;6535;65,35
2022-09-28 13;6430;64,3
2022-09-28 14;6233;62,33
2022-09-28 15;6167;61,67
2022-09-28 16;4009;40,09
2022-09-28 17;0;0
2022-09-28 18;0;0
2022-09-28 19;2812;28,12
2022-09-28 20;10424;104,24
2022-09-28 21;10424;104,24
2022-09-28 22;10624;106,24
2022-09-28 23;12058;120,58
2022-09-28 24;8512;85,12
2022-09-29 01;10226;102,26
2022-09-29 02;10332;103,32
2022-09-29 03;9823;98,23
2022-09-29 04;11165;111,65
2022-09-29 05;11165;111,65
2022-09-29 06;12326;123,26
2022-09-29 07;12479;124,79
2022-09-29 08;12234;122,34
2022-09-29 09;7441;74,41
2022-09-29 10;7157;71,57
2022-09-29 11;10930;109,3
2022-09-29 12;8989;89,89
2022-09-29 13;7134;71,34
2022-09-29 14;6694;66,94
2022-09-29 15;6175;61,75
2022-09-29 16;6175;61,75
2022-09-29 17;6175;61,75
2022-09-29 18;6175;61,75
2022-09-29 19;8064;80,64
2022-09-29 20;12306;123,06
2022-09-29 21;12472;124,72
2022-09-29 22;12538;125,38
2022-09-29 23;12538;125,38
2022-09-29 24;12511;125,11
2022-09-30 01;11334;113,34
2022-09-30 02;10767;107,67
2022-09-30 03;10121;101,21
2022-09-30 04;9699;96,99
2022-09-30 05;10019;100,19
2022-09-30 06;12241;122,41
2022-09-30 07;12405;124,05
2022-09-30 08;11766;117,66
2022-09-30 09;7018;70,18
2022-09-30 10;7018;70,18
2022-09-30 11;7345;73,45
2022-09-30 12;6932;69,32
2022-09-30 13;5126;51,26
2022-09-30 14;0;0
2022-09-30 15;0;0
2022-09-30 16;0;0
2022-09-30 17;0;0
2022-09-30 18;0;0
2022-09-30 19;3012;30,12
2022-09-30 20;10209;102,09
2022-09-30 21;11980;119,8
2022-09-30 22;11893;118,93
2022-09-30 23;11893;118,93
2022-09-30 24;11510;115,1
2022-10-01 01;7423;74,23
2022-10-01 02;0;0
2022-10-01 03;0;0
2022-10-01 04;0;0
2022-10-01 05;0;0
2022-10-01 06;0;0
2022-10-01 07;0;0
2022-10-01 08;7491;74,91
2022-10-01 09;6160;61,6
2022-10-01 10;2567;25,67
2022-10-01 11;0;0
2022-10-01 12;0;0
2022-10-01 13;0;0
2022-10-01 14;0;0
2022-10-01 15;0;0
2022-10-01 16;0;0
2022-10-01 17;0;0
2022-10-01 18;0;0
2022-10-01 19;6797;67,97
2022-10-01 20;12929;129,29
2022-10-01 21;12182;121,82
2022-10-01 22;12172;121,72
2022-10-01 23;11740;117,4
2022-10-01 24;11508;115,08
2022-10-02 01;9860;98,6
2022-10-02 02;9749;97,49
2022-10-02 03;9631;96,31
2022-10-02 04;9631;96,31
2022-10-02 05;9631;96,31
2022-10-02 06;9837;98,37
2022-10-02 07;8670;86,7
2022-10-02 08;7030;70,3
2022-10-02 09;1979;19,79
2022-10-02 10;0;0
2022-10-02 11;0;0
2022-10-02 12;0;0
2022-10-02 13;0;0
2022-10-02 14;0;0
2022-10-02 15;0;0
2022-10-02 16;0;0
2022-10-02 17;0;0
2022-10-02 18;0;0
2022-10-02 19;8077;80,77
2022-10-02 20;12661;126,61
2022-10-02 21;14625;146,25
2022-10-02 22;18997;189,97
2022-10-02 23;16842;168,42
2022-10-02 24;15040;150,4
2022-10-03 01;10434;104,34
2022-10-03 02;9224;92,24
2022-10-03 03;8001;80,01
2022-10-03 04;8001;80,01
2022-10-03 05;8539;85,39
2022-10-03 06;10305;103,05
2022-10-03 07;10391;103,91
2022-10-03 08;9963;99,63
2022-10-03 09;6260;62,6
2022-10-03 10;1239;12,39
2022-10-03 11;7436;74,36
2022-10-03 12;7436;74,36
2022-10-03 13;7436;74,36
2022-10-03 14;6417;64,17
2022-10-03 15;6162;61,62
2022-10-03 16;6162;61,62
2022-10-03 17;6162;61,62
2022-10-03 18;4211;42,11
2022-10-03 19;7392;73,92
2022-10-03 20;11325;113,25
2022-10-03 21;12082;120,82
2022-10-03 22;11501;115,01
2022-10-03 23;11108;111,08
2022-10-03 24;10464;104,64
2022-10-04 01;8486;84,86
2022-10-04 02;7734;77,34
2022-10-04 03;8154;81,54
2022-10-04 04;8454;84,54
2022-10-04 05;8454;84,54
2022-10-04 06;8898;88,98
2022-10-04 07;12956;129,56
2022-10-04 08;11722;117,22
2022-10-04 09;7440;74,4
2022-10-04 10;7143;71,43
2022-10-04 11;7235;72,35
2022-10-04 12;7310;73,1
2022-10-04 13;6552;65,52
2022-10-04 14;6173;61,73
2022-10-04 15;6173;61,73
2022-10-04 16;6286;62,86
2022-10-04 17;7046;70,46
2022-10-04 18;6448;64,48
2022-10-04 19;8542;85,42
2022-10-04 20;11801;118,01
2022-10-04 21;13024;130,24
2022-10-04 22;12909;129,09
2022-10-04 23;12159;121,59
2022-10-04 24;10827;108,27
2022-10-05 01;8516;85,16
2022-10-05 02;7505;75,05
2022-10-05 03;7488;74,88
2022-10-05 04;7488;74,88
2022-10-05 05;8624;86,24
2022-10-05 06;10858;108,58
2022-10-05 07;11502;115,02
2022-10-05 08;13299;132,99
2022-10-05 09;7664;76,64
2022-10-05 10;6633;66,33
2022-10-05 11;6169;61,69
2022-10-05 12;6169;61,69
2022-10-05 13;6169;61,69
2022-10-05 14;4730;47,3
2022-10-05 15;0;0
2022-10-05 16;0;0
2022-10-05 17;0;0
2022-10-05 18;0;0
2022-10-05 19;3571;35,71
2022-10-05 20;11306;113,06
2022-10-05 21;11852;118,52
2022-10-05 22;11852;118,52
2022-10-05 23;11852;118,52
2022-10-05 24;11850;118,5
2022-10-06 01;8660;86,6
2022-10-06 02;8660;86,6
2022-10-06 03;8656;86,56
2022-10-06 04;8408;84,08
2022-10-06 05;7281;72,81
2022-10-06 06;7609;76,09
2022-10-06 07;10907;109,07
2022-10-06 08;9287;92,87
2022-10-06 09;6363;63,63
2022-10-06 10;7244;72,44
2022-10-06 11;6798;67,98
2022-10-06 12;6151;61,51
2022-10-06 13;6151;61,51
2022-10-06 14;2563;25,63
2022-10-06 15;0;0
2022-10-06 16;0;0
2022-10-06 17;0;0
2022-10-06 18;0;0
2022-10-06 19;4762;47,62
2022-10-06 20;12149;121,49
2022-10-06 21;12826;128,26
2022-10-06 22;12961;129,61
2022-10-06 23;12485;124,85
2022-10-06 24;11999;119,99
2022-10-07 01;8671;86,71
2022-10-07 02;9782;97,82
2022-10-07 03;8997;89,97
2022-10-07 04;8997;89,97
2022-10-07 05;8036;80,36
2022-10-07 06;9029;90,29
2022-10-07 07;10995;109,95
2022-10-07 08;8728;87,28
2022-10-07 09;4281;42,81
2022-10-07 10;0;0
2022-10-07 11;0;0
2022-10-07 12;0;0
2022-10-07 13;0;0
2022-10-07 14;0;0
2022-10-07 15;0;0
2022-10-07 16;0;0
2022-10-07 17;0;0
2022-10-07 18;0;0
2022-10-07 19;1828;18,28
2022-10-07 20;10245;102,45
2022-10-07 21;11519;115,19
2022-10-07 22;11519;115,19
2022-10-07 23;11519;115,19
2022-10-07 24;11455;114,55
2022-10-08 01;9360;93,6
2022-10-08 02;8249;82,49
2022-10-08 03;7506;75,06
2022-10-08 04;7506;75,06
2022-10-08 05;7506;75,06
2022-10-08 06;7506;75,06
2022-10-08 07;7506;75,06
2022-10-08 08;7252;72,52
2022-10-08 09;0;0
2022-10-08 10;0;0
2022-10-08 11;0;0
2022-10-08 12;0;0
2022-10-08 13;0;0
2022-10-08 14;0;0
2022-10-08 15;0;0
2022-10-08 16;0;0
2022-10-08 17;0;0
2022-10-08 18;0;0
2022-10-08 19;0;0
2022-10-08 20;7221;72,21
2022-10-08 21;10658;106,58
2022-10-08 22;4725;47,25
2022-10-08 23;0;0
2022-10-08 24;0;0
2022-10-09 01;0;0
2022-10-09 02;0;0
2022-10-09 03;0;0
2022-10-09 04;0;0
2022-10-09 05;0;0
2022-10-09 06;0;0
2022-10-09 07;0;0
2022-10-09 08;0;0
2022-10-09 09;0;0
2022-10-09 10;0;0
2022-10-09 11;0;0
2022-10-09 12;0;0
2022-10-09 13;0;0
2022-10-09 14;0;0
2022-10-09 15;0;0
2022-10-09 16;0;0
2022-10-09 17;0;0
2022-10-09 18;0;0
2022-10-09 19;0;0
2022-10-09 20;0;0
2022-10-09 21;0;0
2022-10-09 22;0;0
2022-10-09 23;0;0
2022-10-09 24;0;0
2022-10-10 01;0;0
2022-10-10 02;0;0
2022-10-10 03;0;0
2022-10-10 04;0;0
2022-10-10 05;0;0
2022-10-10 06;0;0
2022-10-10 07;0;0
2022-10-10 08;0;0
2022-10-10 09;0;0
2022-10-10 10;0;0
2022-10-10 11;0;0
2022-10-10 12;0;0
2022-10-10 13;0;0
2022-10-10 14;0;0
2022-10-10 15;0;0
2022-10-10 16;0;0
2022-10-10 17;0;0
2022-10-10 18;0;0
2022-10-10 19;1690;16,9
2022-10-10 20;11739;117,39
2022-10-10 21;12274;122,74
2022-10-10 22;11564;115,64
2022-10-10 23;11065;110,65
2022-10-10 24;8519;85,19
2022-10-11 01;6920;69,2
2022-10-11 02;6972;69,72
2022-10-11 03;7876;78,76
2022-10-11 04;7432;74,32
2022-10-11 05;7006;70,06
2022-10-11 06;10634;106,34
2022-10-11 07;11352;113,52
2022-10-11 08;10605;106,05
2022-10-11 09;3372;33,72
2022-10-11 10;0;0
2022-10-11 11;0;0
2022-10-11 12;0;0
2022-10-11 13;0;0
2022-10-11 14;0;0
2022-10-11 15;0;0
2022-10-11 16;0;0
2022-10-11 17;0;0
2022-10-11 18;0;0
2022-10-11 19;3902;39,02
2022-10-11 20;10883;108,83
2022-10-11 21;11830;118,3
2022-10-11 22;12415;124,15
2022-10-11 23;11561;115,61
2022-10-11 24;9948;99,48
2022-10-12 01;8572;85,72
2022-10-12 02;12107;121,07
2022-10-12 03;11468;114,68
2022-10-12 04;11217;112,17
2022-10-12 05;11217;112,17
2022-10-12 06;11417;114,17
2022-10-12 07;12140;121,4
2022-10-12 08;11335;113,35
2022-10-12 09;741;7,41
2022-10-12 10;0;0
2022-10-12 11;0;0
2022-10-12 12;0;0
2022-10-12 13;0;0
2022-10-12 14;0;0
2022-10-12 15;0;0
2022-10-12 16;0;0
2022-10-12 17;0;0
2022-10-12 18;0;0
2022-10-12 19;1627;16,27
2022-10-12 20;11962;119,62
2022-10-12 21;11962;119,62
2022-10-12 22;11962;119,62
2022-10-12 23;11897;118,97
2022-10-12 24;11179;111,79
2022-10-13 01;11156;111,56
2022-10-13 02;10056;100,56
2022-10-13 03;6841;68,41
2022-10-13 04;7251;72,51
2022-10-13 05;6602;66,02
2022-10-13 06;8991;89,91
2022-10-13 07;11553;115,53
2022-10-13 08;8444;84,44
2022-10-13 09;838;8,38
2022-10-13 10;0;0
2022-10-13 11;0;0
2022-10-13 12;0;0
2022-10-13 13;0;0
2022-10-13 14;0;0
2022-10-13 15;0;0
2022-10-13 16;0;0
2022-10-13 17;0;0
2022-10-13 18;0;0
2022-10-13 19;0;0
2022-10-13 20;3171;31,71
2022-10-13 21;11234;112,34
2022-10-13 22;11025;110,25
2022-10-13 23;10428;104,28
2022-10-13 24;10053;100,53
2022-10-14 01;9406;94,06
2022-10-14 02;6461;64,61
2022-10-14 03;6106;61,06
2022-10-14 04;6036;60,36
2022-10-14 05;0;0
2022-10-14 06;0;0
2022-10-14 07;0;0
2022-10-14 08;8912;89,12
2022-10-14 09;371;3,71
2022-10-14 10;0;0
2022-10-14 11;0;0
2022-10-14 12;0;0
2022-10-14 13;0;0
2022-10-14 14;0;0
2022-10-14 15;0;0
2022-10-14 16;0;0
2022-10-14 17;0;0
2022-10-14 18;0;0
2022-10-14 19;1827;18,27
2022-10-14 20;11236;112,36
2022-10-14 21;11236;112,36
2022-10-14 22;11236;112,36
2022-10-14 23;11236;112,36
2022-10-14 24;9738;97,38
2022-10-15 01;0;0
2022-10-15 02;0;0
2022-10-15 03;0;0
2022-10-15 04;0;0
2022-10-15 05;0;0
2022-10-15 06;0;0
2022-10-15 07;0;0
2022-10-15 08;0;0
2022-10-15 09;0;0
2022-10-15 10;0;0
2022-10-15 11;0;0
2022-10-15 12;0;0
2022-10-15 13;0;0
2022-10-15 14;0;0
2022-10-15 15;0;0
2022-10-15 16;0;0
2022-10-15 17;0;0
2022-10-15 18;0;0
2022-10-15 19;5272;52,72
2022-10-15 20;13330;133,3
2022-10-15 21;11288;112,88
2022-10-15 22;11021;110,21
2022-10-15 23;9830;98,3
2022-10-15 24;9204;92,04
2022-10-16 01;8799;87,99
2022-10-16 02;8799;87,99
2022-10-16 03;5726;57,26
2022-10-16 04;2215;22,15
2022-10-16 05;3971;39,71
2022-10-16 06;8799;87,99
2022-10-16 07;8799;87,99
2022-10-16 08;6056;60,56
2022-10-16 09;0;0
2022-10-16 10;0;0
2022-10-16 11;0;0
2022-10-16 12;0;0
2022-10-16 13;0;0
2022-10-16 14;0;0
2022-10-16 15;0;0
2022-10-16 16;0;0
2022-10-16 17;0;0
2022-10-16 18;0;0
2022-10-16 19;1717;17,17
2022-10-16 20;8882;88,82
2022-10-16 21;11433;114,33
2022-10-16 22;11433;114,33
2022-10-16 23;10437;104,37
2022-10-16 24;3365;33,65
2022-10-17 01;829;8,29
2022-10-17 02;829;8,29
2022-10-17 03;829;8,29
2022-10-17 04;829;8,29
2022-10-17 05;829;8,29
2022-10-17 06;2850;28,5
2022-10-17 07;14609;146,09
2022-10-17 08;12872;128,72
2022-10-17 09;0;0
2022-10-17 10;719;7,19
2022-10-17 11;7193;71,93
2022-10-17 12;7088;70,88
2022-10-17 13;645;6,45
2022-10-17 14;0;0
2022-10-17 15;0;0
2022-10-17 16;0;0
2022-10-17 17;0;0
2022-10-17 18;0;0
2022-10-17 19;2482;24,82
2022-10-17 20;11909;119,09
2022-10-17 21;16450;164,5
2022-10-17 22;15016;150,16
2022-10-17 23;12849;128,49
2022-10-17 24;13605;136,05
2022-10-18 01;10847;108,47
2022-10-18 02;10885;108,85
2022-10-18 03;10847;108,47
2022-10-18 04;10884;108,84
2022-10-18 05;10920;109,2
2022-10-18 06;11486;114,86
2022-10-18 07;14594;145,94
2022-10-18 08;12049;120,49
2022-10-18 09;0;0
2022-10-18 10;0;0
2022-10-18 11;0;0
2022-10-18 12;0;0
2022-10-18 13;0;0
2022-10-18 14;0;0
2022-10-18 15;0;0
2022-10-18 16;0;0
2022-10-18 17;0;0
2022-10-18 18;0;0
2022-10-18 19;1831;18,31
2022-10-18 20;13666;136,66
2022-10-18 21;16244;162,44
2022-10-18 22;15741;157,41
2022-10-18 23;12104;121,04
2022-10-18 24;11712;117,12
2022-10-19 01;14909;149,09
2022-10-19 02;13661;136,61
2022-10-19 03;12939;129,39
2022-10-19 04;13054;130,54
2022-10-19 05;13930;139,3
2022-10-19 06;14909;149,09
2022-10-19 07;16002;160,02
2022-10-19 08;13186;131,86
2022-10-19 09;713;7,13
2022-10-19 10;0;0
2022-10-19 11;0;0
2022-10-19 12;0;0
2022-10-19 13;0;0
2022-10-19 14;0;0
2022-10-19 15;0;0
2022-10-19 16;0;0
2022-10-19 17;0;0
2022-10-19 18;0;0
2022-10-19 19;5951;59,51
2022-10-19 20;13818;138,18
2022-10-19 21;17027;170,27
2022-10-19 22;17155;171,55
2022-10-19 23;14799;147,99
2022-10-19 24;11234;112,34
2022-10-20 01;11230;112,3
2022-10-20 02;11121;111,21
2022-10-20 03;11121;111,21
2022-10-20 04;10185;101,85
2022-10-20 05;11408;114,08
2022-10-20 06;13260;132,6
2022-10-20 07;18590;185,9
2022-10-20 08;11670;116,7
2022-10-20 09;0;0
2022-10-20 10;0;0
2022-10-20 11;0;0
2022-10-20 12;0;0
2022-10-20 13;0;0
2022-10-20 14;0;0
2022-10-20 15;0;0
2022-10-20 16;0;0
2022-10-20 17;0;0
2022-10-20 18;0;0
2022-10-20 19;1077;10,77
2022-10-20 20;20905;209,05
2022-10-20 21;24375;243,75
2022-10-20 22;21460;214,6
2022-10-20 23;16766;167,66
2022-10-20 24;11001;110,01
2022-10-21 01;5955;59,55
2022-10-21 02;6720;67,2
2022-10-21 03;11696;116,96
2022-10-21 04;11360;113,6
2022-10-21 05;11037;110,37
2022-10-21 06;11470;114,7
2022-10-21 07;12882;128,82
2022-10-21 08;7640;76,4
2022-10-21 09;0;0
2022-10-21 10;0;0
2022-10-21 11;0;0
2022-10-21 12;0;0
2022-10-21 13;0;0
2022-10-21 14;0;0
2022-10-21 15;0;0
2022-10-21 16;0;0
2022-10-21 17;0;0
2022-10-21 18;0;0
2022-10-21 19;7385;73,85
2022-10-21 20;15842;158,42
2022-10-21 21;21226;212,26
2022-10-21 22;21226;212,26
2022-10-21 23;14375;143,75
2022-10-21 24;12180;121,8
2022-10-22 01;11529;115,29
2022-10-22 02;11514;115,14
2022-10-22 03;3102;31,02
2022-10-22 04;7686;76,86
2022-10-22 05;11529;115,29
2022-10-22 06;11529;115,29
2022-10-22 07;11529;115,29
2022-10-22 08;4932;49,32
2022-10-22 09;0;0
2022-10-22 10;0;0
2022-10-22 11;0;0
2022-10-22 12;0;0
2022-10-22 13;0;0
2022-10-22 14;0;0
2022-10-22 15;0;0
2022-10-22 16;0;0
2022-10-22 17;0;0
2022-10-22 18;0;0
2022-10-22 19;0;0
2022-10-22 20;22015;220,15
2022-10-22 21;31893;318,93
2022-10-22 22;31427;314,27
2022-10-22 23;30330;303,3
2022-10-22 24;23848;238,48
2022-10-23 01;22693;226,93
2022-10-23 02;13583;135,83
2022-10-23 03;10584;105,84
2022-10-23 04;9837;98,37
2022-10-23 05;9837;98,37
2022-10-23 06;9837;98,37
2022-10-23 07;10333;103,33
2022-10-23 08;636;6,36
2022-10-23 09;0;0
2022-10-23 10;0;0
2022-10-23 11;0;0
2022-10-23 12;0;0
2022-10-23 13;0;0
2022-10-23 14;0;0
2022-10-23 15;0;0
2022-10-23 16;0;0
2022-10-23 17;0;0
2022-10-23 18;0;0
2022-10-23 19;0;0
2022-10-23 20;13261;132,61
2022-10-23 21;20651;206,51
2022-10-23 22;22523;225,23
2022-10-23 23;19559;195,59
2022-10-23 24;12672;126,72
2022-10-24 01;11470;114,7
2022-10-24 02;11437;114,37
2022-10-24 03;11423;114,23
2022-10-24 04;11423;114,23
2022-10-24 05;10019;100,19
2022-10-24 06;11700;117
2022-10-24 07;13212;132,12
2022-10-24 08;7516;75,16
2022-10-24 09;0;0
2022-10-24 10;0;0
2022-10-24 11;0;0
2022-10-24 12;0;0
2022-10-24 13;0;0
2022-10-24 14;0;0
2022-10-24 15;0;0
2022-10-24 16;0;0
2022-10-24 17;0;0
2022-10-24 18;0;0
2022-10-24 19;734;7,34
2022-10-24 20;18832;188,32
2022-10-24 21;25751;257,51
2022-10-24 22;26878;268,78
2022-10-24 23;23120;231,2
2022-10-24 24;12031;120,31
2022-10-25 01;9909;99,09
2022-10-25 02;9085;90,85
2022-10-25 03;8907;89,07
2022-10-25 04;9267;92,67
2022-10-25 05;9467;94,67
2022-10-25 06;12373;123,73
2022-10-25 07;15179;151,79
2022-10-25 08;10421;104,21
2022-10-25 09;2655;26,55
2022-10-25 10;0;0
2022-10-25 11;0;0
2022-10-25 12;0;0
2022-10-25 13;0;0
2022-10-25 14;0;0
2022-10-25 15;0;0
2022-10-25 16;0;0
2022-10-25 17;0;0
2022-10-25 18;0;0
2022-10-25 19;4580;45,8
2022-10-25 20;26910;269,1
2022-10-25 21;27766;277,66
2022-10-25 22;23981;239,81
2022-10-25 23;14599;145,99
2022-10-25 24;11222;112,22
2022-10-26 01;10658;106,58
2022-10-26 02;10522;105,22
2022-10-26 03;8829;88,29
2022-10-26 04;6864;68,64
2022-10-26 05;6864;68,64
2022-10-26 06;6864;68,64
2022-10-26 07;10660;106,6
2022-10-26 08;5793;57,93
2022-10-26 09;0;0
2022-10-26 10;0;0
2022-10-26 11;0;0
2022-10-26 12;0;0
2022-10-26 13;0;0
2022-10-26 14;0;0
2022-10-26 15;0;0
2022-10-26 16;0;0
2022-10-26 17;0;0
2022-10-26 18;0;0
2022-10-26 19;0;0
2022-10-26 20;11333;113,33
2022-10-26 21;13599;135,99
2022-10-26 22;13548;135,48
2022-10-26 23;11830;118,3
2022-10-26 24;10722;107,22
2022-10-27 01;10494;104,94
2022-10-27 02;10494;104,94
2022-10-27 03;10494;104,94
2022-10-27 04;9415;94,15
2022-10-27 05;7712;77,12
2022-10-27 06;11367;113,67
2022-10-27 07;12455;124,55
2022-10-27 08;5541;55,41
2022-10-27 09;0;0
2022-10-27 10;0;0
2022-10-27 11;0;0
2022-10-27 12;0;0
2022-10-27 13;0;0
2022-10-27 14;0;0
2022-10-27 15;0;0
2022-10-27 16;0;0
2022-10-27 17;0;0
2022-10-27 18;0;0
2022-10-27 19;1417;14,17
2022-10-27 20;12194;121,94
2022-10-27 21;13552;135,52
2022-10-27 22;12142;121,42
2022-10-27 23;12142;121,42
2022-10-27 24;12052;120,52
2022-10-28 01;9699;96,99
2022-10-28 02;4875;48,75
2022-10-28 03;4884;48,84
2022-10-28 04;5147;51,47
2022-10-28 05;4486;44,86
2022-10-28 06;4486;44,86
2022-10-28 07;10951;109,51
2022-10-28 08;7793;77,93
2022-10-28 09;0;0
2022-10-28 10;0;0
2022-10-28 11;0;0
2022-10-28 12;0;0
2022-10-28 13;0;0
2022-10-28 14;0;0
2022-10-28 15;0;0
2022-10-28 16;0;0
2022-10-28 17;0;0
2022-10-28 18;0;0
2022-10-28 19;0;0
2022-10-28 20;6545;65,45
2022-10-28 21;11379;113,79
2022-10-28 22;8316;83,16
2022-10-28 23;13294;132,94
2022-10-28 24;12274;122,74
2022-10-29 01;8421;84,21
