item;BA S/E SANTA LUISA 154KV BP1;addValue
2022-02-07 03;7285;72,85
2022-02-07 04;7285;72,85
2022-02-07 05;7644;76,44
2022-02-07 06;7865;78,65
2022-02-07 07;8026;80,26
2022-02-07 08;8036;80,36
2022-02-07 09;7087;70,87
2022-02-07 10;5371;53,71
2022-02-07 11;6226;62,26
2022-02-07 12;6938;69,38
2022-02-07 13;5959;59,59
2022-02-07 14;6318;63,18
2022-02-07 15;6880;68,8
2022-02-07 16;8013;80,13
2022-02-07 17;8013;80,13
2022-02-07 18;8013;80,13
2022-02-07 19;7793;77,93
2022-02-07 20;7963;79,63
2022-02-07 21;8221;82,21
2022-02-07 22;8221;82,21
2022-02-07 23;7821;78,21
2022-02-07 24;7574;75,74
2022-02-08 01;8044;80,44
2022-02-08 02;6813;68,13
2022-02-08 03;7491;74,91
2022-02-08 04;7726;77,26
2022-02-08 05;7726;77,26
2022-02-08 06;7970;79,7
2022-02-08 07;8044;80,44
2022-02-08 08;8044;80,44
2022-02-08 09;7851;78,51
2022-02-08 10;5428;54,28
2022-02-08 11;5472;54,72
2022-02-08 12;5307;53,07
2022-02-08 13;5252;52,52
2022-02-08 14;5252;52,52
2022-02-08 15;5281;52,81
2022-02-08 16;5472;54,72
2022-02-08 17;5472;54,72
2022-02-08 18;4647;46,47
2022-02-08 19;3987;39,87
2022-02-08 20;8145;81,45
2022-02-08 21;8383;83,83
2022-02-08 22;8383;83,83
2022-02-08 23;8383;83,83
2022-02-08 24;8383;83,83
2022-02-09 01;8341;83,41
2022-02-09 02;8341;83,41
2022-02-09 03;8341;83,41
2022-02-09 04;8341;83,41
2022-02-09 05;8341;83,41
2022-02-09 06;8341;83,41
2022-02-09 07;8341;83,41
2022-02-09 08;8137;81,37
2022-02-09 09;7030;70,3
2022-02-09 10;5363;53,63
2022-02-09 11;7240;72,4
2022-02-09 12;6491;64,91
2022-02-09 13;5278;52,78
2022-02-09 14;5278;52,78
2022-02-09 15;7343;73,43
2022-02-09 16;7971;79,71
2022-02-09 17;5686;56,86
2022-02-09 18;4063;40,63
2022-02-09 19;5007;50,07
2022-02-09 20;8247;82,47
2022-02-09 21;8663;86,63
2022-02-09 22;8663;86,63
2022-02-09 23;8663;86,63
2022-02-09 24;8663;86,63
2022-02-10 01;8021;80,21
2022-02-10 02;7416;74,16
2022-02-10 03;6941;69,41
2022-02-10 04;6941;69,41
2022-02-10 05;7018;70,18
2022-02-10 06;7018;70,18
2022-02-10 07;7238;72,38
2022-02-10 08;7548;75,48
2022-02-10 09;8017;80,17
2022-02-10 10;7620;76,2
2022-02-10 11;5866;58,66
2022-02-10 12;5018;50,18
2022-02-10 13;3635;36,35
2022-02-10 14;3635;36,35
2022-02-10 15;3635;36,35
2022-02-10 16;3635;36,35
2022-02-10 17;3642;36,42
2022-02-10 18;4049;40,49
2022-02-10 19;4771;47,71
2022-02-10 20;8012;80,12
2022-02-10 21;8610;86,1
2022-02-10 22;9937;99,37
2022-02-10 23;8285;82,85
2022-02-10 24;7851;78,51
2022-02-11 01;7734;77,34
2022-02-11 02;7344;73,44
2022-02-11 03;7344;73,44
2022-02-11 04;7404;74,04
2022-02-11 05;8332;83,32
2022-02-11 06;8349;83,49
2022-02-11 07;8065;80,65
2022-02-11 08;8252;82,52
2022-02-11 09;5247;52,47
2022-02-11 10;3625;36,25
2022-02-11 11;906;9,06
2022-02-11 12;0;0
2022-02-11 13;0;0
2022-02-11 14;0;0
2022-02-11 15;0;0
2022-02-11 16;0;0
2022-02-11 17;0;0
2022-02-11 18;0;0
2022-02-11 19;960;9,6
2022-02-11 20;7238;72,38
2022-02-11 21;8315;83,15
2022-02-11 22;8583;85,83
2022-02-11 23;7849;78,49
2022-02-11 24;7487;74,87
2022-02-12 01;8655;86,55
2022-02-12 02;8655;86,55
2022-02-12 03;8655;86,55
2022-02-12 04;7976;79,76
2022-02-12 05;8636;86,36
2022-02-12 06;7573;75,73
2022-02-12 07;7726;77,26
2022-02-12 08;6256;62,56
2022-02-12 09;3911;39,11
2022-02-12 10;93;0,93
2022-02-12 11;0;0
2022-02-12 12;0;0
2022-02-12 13;0;0
2022-02-12 14;0;0
2022-02-12 15;0;0
2022-02-12 16;0;0
2022-02-12 17;0;0
2022-02-12 18;0;0
2022-02-12 19;5088;50,88
2022-02-12 20;7529;75,29
2022-02-12 21;9356;93,56
2022-02-12 22;9356;93,56
2022-02-12 23;8124;81,24
2022-02-12 24;7822;78,22
2022-02-13 01;8995;89,95
2022-02-13 02;9523;95,23
2022-02-13 03;8348;83,48
2022-02-13 04;7410;74,1
2022-02-13 05;9119;91,19
2022-02-13 06;11208;112,08
2022-02-13 07;9707;97,07
2022-02-13 08;7245;72,45
2022-02-13 09;2708;27,08
2022-02-13 10;0;0
2022-02-13 11;0;0
2022-02-13 12;0;0
2022-02-13 13;0;0
2022-02-13 14;0;0
2022-02-13 15;0;0
2022-02-13 16;0;0
2022-02-13 17;0;0
2022-02-13 18;0;0
2022-02-13 19;4801;48,01
2022-02-13 20;10013;100,13
2022-02-13 21;11198;111,98
2022-02-13 22;11198;111,98
2022-02-13 23;11003;110,03
2022-02-13 24;8279;82,79
2022-02-14 01;11224;112,24
2022-02-14 02;11224;112,24
2022-02-14 03;7693;76,93
2022-02-14 04;12399;123,99
2022-02-14 05;17150;171,5
2022-02-14 06;17150;171,5
2022-02-14 07;23626;236,26
2022-02-14 08;24114;241,14
2022-02-14 09;11946;119,46
2022-02-14 10;5924;59,24
2022-02-14 11;5924;59,24
2022-02-14 12;5924;59,24
2022-02-14 13;5924;59,24
2022-02-14 14;7100;71
2022-02-14 15;7492;74,92
2022-02-14 16;7492;74,92
2022-02-14 17;11390;113,9
2022-02-14 18;14436;144,36
2022-02-14 19;6055;60,55
2022-02-14 20;13226;132,26
2022-02-14 21;17329;173,29
2022-02-14 22;17329;173,29
2022-02-14 23;17329;173,29
2022-02-14 24;12380;123,8
2022-02-15 01;7658;76,58
2022-02-15 02;8261;82,61
2022-02-15 03;8261;82,61
2022-02-15 04;8261;82,61
2022-02-15 05;8261;82,61
2022-02-15 06;9182;91,82
2022-02-15 07;9840;98,4
2022-02-15 08;13453;134,53
2022-02-15 09;12030;120,3
2022-02-15 10;7494;74,94
2022-02-15 11;5963;59,63
2022-02-15 12;5580;55,8
2022-02-15 13;5580;55,8
2022-02-15 14;5580;55,8
2022-02-15 15;5580;55,8
2022-02-15 16;5580;55,8
2022-02-15 17;5580;55,8
2022-02-15 18;5580;55,8
2022-02-15 19;5441;54,41
2022-02-15 20;8912;89,12
2022-02-15 21;17750;177,5
2022-02-15 22;17750;177,5
2022-02-15 23;17750;177,5
2022-02-15 24;17750;177,5
2022-02-16 01;17099;170,99
2022-02-16 02;17099;170,99
2022-02-16 03;8906;89,06
2022-02-16 04;8161;81,61
2022-02-16 05;7525;75,25
2022-02-16 06;7525;75,25
2022-02-16 07;8066;80,66
2022-02-16 08;8177;81,77
2022-02-16 09;8004;80,04
2022-02-16 10;5551;55,51
2022-02-16 11;4200;42
2022-02-16 12;3606;36,06
2022-02-16 13;3606;36,06
2022-02-16 14;3606;36,06
2022-02-16 15;1803;18,03
2022-02-16 16;0;0
2022-02-16 17;0;0
2022-02-16 18;0;0
2022-02-16 19;847;8,47
2022-02-16 20;7908;79,08
2022-02-16 21;8130;81,3
2022-02-16 22;8190;81,9
2022-02-16 23;8058;80,58
2022-02-16 24;8058;80,58
2022-02-17 01;7164;71,64
2022-02-17 02;7164;71,64
2022-02-17 03;7227;72,27
2022-02-17 04;6991;69,91
2022-02-17 05;7008;70,08
2022-02-17 06;7817;78,17
2022-02-17 07;8075;80,75
2022-02-17 08;9915;99,15
2022-02-17 09;7947;79,47
2022-02-17 10;4041;40,41
2022-02-17 11;1304;13,04
2022-02-17 12;5278;52,78
2022-02-17 13;5278;52,78
2022-02-17 14;5278;52,78
2022-02-17 15;5438;54,38
2022-02-17 16;7413;74,13
2022-02-17 17;7413;74,13
2022-02-17 18;6018;60,18
2022-02-17 19;3895;38,95
2022-02-17 20;8849;88,49
2022-02-17 21;9930;99,3
2022-02-17 22;9504;95,04
2022-02-17 23;8788;87,88
2022-02-17 24;8526;85,26
2022-02-18 01;8236;82,36
2022-02-18 02;8236;82,36
2022-02-18 03;8236;82,36
2022-02-18 04;8612;86,12
2022-02-18 05;9854;98,54
2022-02-18 06;11948;119,48
2022-02-18 07;17056;170,56
2022-02-18 08;17056;170,56
2022-02-18 09;16274;162,74
2022-02-18 10;10084;100,84
2022-02-18 11;8156;81,56
2022-02-18 12;5738;57,38
2022-02-18 13;5299;52,99
2022-02-18 14;5278;52,78
2022-02-18 15;4366;43,66
2022-02-18 16;3619;36,19
2022-02-18 17;3619;36,19
2022-02-18 18;3619;36,19
2022-02-18 19;5912;59,12
2022-02-18 20;10039;100,39
2022-02-18 21;17276;172,76
2022-02-18 22;13335;133,35
2022-02-18 23;7711;77,11
2022-02-18 24;7711;77,11
2022-02-19 01;10963;109,63
2022-02-19 02;10718;107,18
2022-02-19 03;10920;109,2
2022-02-19 04;14324;143,24
2022-02-19 05;14697;146,97
2022-02-19 06;11074;110,74
2022-02-19 07;12646;126,46
2022-02-19 08;14697;146,97
2022-02-19 09;6365;63,65
2022-02-19 10;476;4,76
2022-02-19 11;0;0
2022-02-19 12;0;0
2022-02-19 13;0;0
2022-02-19 14;0;0
2022-02-19 15;0;0
2022-02-19 16;0;0
2022-02-19 17;0;0
2022-02-19 18;0;0
2022-02-19 19;0;0
2022-02-19 20;8268;82,68
2022-02-19 21;10451;104,51
2022-02-19 22;10451;104,51
2022-02-19 23;10111;101,11
2022-02-19 24;9851;98,51
2022-02-20 01;8474;84,74
2022-02-20 02;9026;90,26
2022-02-20 03;8888;88,88
2022-02-20 04;7655;76,55
2022-02-20 05;6898;68,98
2022-02-20 06;9228;92,28
2022-02-20 07;9697;96,97
2022-02-20 08;7811;78,11
2022-02-20 09;2393;23,93
2022-02-20 10;0;0
2022-02-20 11;0;0
2022-02-20 12;0;0
2022-02-20 13;0;0
2022-02-20 14;0;0
2022-02-20 15;0;0
2022-02-20 16;0;0
2022-02-20 17;0;0
2022-02-20 18;0;0
2022-02-20 19;0;0
2022-02-20 20;7840;78,4
2022-02-20 21;9800;98
2022-02-20 22;10723;107,23
2022-02-20 23;10301;103,01
2022-02-20 24;8107;81,07
2022-02-21 01;7595;75,95
2022-02-21 02;7595;75,95
2022-02-21 03;7195;71,95
2022-02-21 04;9039;90,39
2022-02-21 05;10978;109,78
2022-02-21 06;10978;109,78
2022-02-21 07;10978;109,78
2022-02-21 08;11196;111,96
2022-02-21 09;12644;126,44
2022-02-21 10;6185;61,85
2022-02-21 11;6164;61,64
2022-02-21 12;7202;72,02
2022-02-21 13;6900;69
2022-02-21 14;6813;68,13
2022-02-21 15;5934;59,34
2022-02-21 16;5557;55,57
2022-02-21 17;4168;41,68
2022-02-21 18;0;0
2022-02-21 19;1280;12,8
2022-02-21 20;9850;98,5
2022-02-21 21;14641;146,41
2022-02-21 22;25552;255,52
2022-02-21 23;16602;166,02
2022-02-21 24;11320;113,2
2022-02-22 01;10704;107,04
2022-02-22 02;10704;107,04
2022-02-22 03;10704;107,04
2022-02-22 04;10704;107,04
2022-02-22 05;10704;107,04
2022-02-22 06;10704;107,04
2022-02-22 07;10704;107,04
2022-02-22 08;10704;107,04
2022-02-22 09;11568;115,68
2022-02-22 10;7057;70,57
2022-02-22 11;5574;55,74
2022-02-22 12;6607;66,07
2022-02-22 13;6111;61,11
2022-02-22 14;0;0
2022-02-22 15;11217;112,17
2022-02-22 16;13112;131,12
2022-02-22 17;13112;131,12
2022-02-22 18;8840;88,4
2022-02-22 19;7135;71,35
2022-02-22 20;10932;109,32
2022-02-22 21;11124;111,24
2022-02-22 22;11124;111,24
2022-02-22 23;11124;111,24
2022-02-22 24;11124;111,24
2022-02-23 01;15653;156,53
2022-02-23 02;15653;156,53
2022-02-23 03;15653;156,53
2022-02-23 04;15653;156,53
2022-02-23 05;15653;156,53
2022-02-23 06;15653;156,53
2022-02-23 07;16065;160,65
2022-02-23 08;18401;184,01
2022-02-23 09;19038;190,38
2022-02-23 10;18315;183,15
2022-02-23 11;8987;89,87
2022-02-23 12;7417;74,17
2022-02-23 13;6202;62,02
2022-02-23 14;7417;74,17
2022-02-23 15;5561;55,61
2022-02-23 16;5561;55,61
2022-02-23 17;5561;55,61
2022-02-23 18;1390;13,9
2022-02-23 19;1822;18,22
2022-02-23 20;11186;111,86
2022-02-23 21;16550;165,5
2022-02-23 22;18580;185,8
2022-02-23 23;16446;164,46
2022-02-23 24;10267;102,67
2022-02-24 01;8256;82,56
2022-02-24 02;10617;106,17
2022-02-24 03;9387;93,87
2022-02-24 04;7666;76,66
2022-02-24 05;7666;76,66
2022-02-24 06;9464;94,64
2022-02-24 07;10617;106,17
2022-02-24 08;10590;105,9
2022-02-24 09;6534;65,34
2022-02-24 10;5378;53,78
2022-02-24 11;4117;41,17
2022-02-24 12;3088;30,88
2022-02-24 13;0;0
2022-02-24 14;0;0
2022-02-24 15;0;0
2022-02-24 16;0;0
2022-02-24 17;0;0
2022-02-24 18;0;0
2022-02-24 19;2892;28,92
2022-02-24 20;7970;79,7
2022-02-24 21;9102;91,02
2022-02-24 22;9102;91,02
2022-02-24 23;7709;77,09
2022-02-24 24;7661;76,61
2022-02-25 01;7457;74,57
2022-02-25 02;10907;109,07
2022-02-25 03;11417;114,17
2022-02-25 04;11417;114,17
2022-02-25 05;11417;114,17
2022-02-25 06;11417;114,17
2022-02-25 07;11417;114,17
2022-02-25 08;11417;114,17
2022-02-25 09;10427;104,27
2022-02-25 10;5963;59,63
2022-02-25 11;6339;63,39
2022-02-25 12;6370;63,7
2022-02-25 13;5342;53,42
2022-02-25 14;9022;90,22
2022-02-25 15;11731;117,31
2022-02-25 16;9203;92,03
2022-02-25 17;0;0
2022-02-25 18;0;0
2022-02-25 19;0;0
2022-02-25 20;6435;64,35
2022-02-25 21;8880;88,8
2022-02-25 22;10299;102,99
2022-02-25 23;8848;88,48
2022-02-25 24;8407;84,07
2022-02-26 01;8192;81,92
2022-02-26 02;8192;81,92
2022-02-26 03;8192;81,92
2022-02-26 04;8192;81,92
2022-02-26 05;8192;81,92
2022-02-26 06;9358;93,58
2022-02-26 07;9358;93,58
2022-02-26 08;9154;91,54
2022-02-26 09;2950;29,5
2022-02-26 10;0;0
2022-02-26 11;0;0
2022-02-26 12;0;0
2022-02-26 13;0;0
2022-02-26 14;0;0
2022-02-26 15;0;0
2022-02-26 16;0;0
2022-02-26 17;0;0
2022-02-26 18;0;0
2022-02-26 19;0;0
2022-02-26 20;9771;97,71
2022-02-26 21;7847;78,47
2022-02-26 22;7528;75,28
2022-02-26 23;7281;72,81
2022-02-26 24;7281;72,81
2022-02-27 01;7122;71,22
2022-02-27 02;7122;71,22
2022-02-27 03;7122;71,22
2022-02-27 04;7122;71,22
2022-02-27 05;7122;71,22
2022-02-27 06;6900;69
2022-02-27 07;6856;68,56
2022-02-27 08;6399;63,99
2022-02-27 09;2666;26,66
2022-02-27 10;0;0
2022-02-27 11;0;0
2022-02-27 12;0;0
2022-02-27 13;0;0
2022-02-27 14;0;0
2022-02-27 15;0;0
2022-02-27 16;0;0
2022-02-27 17;0;0
2022-02-27 18;0;0
2022-02-27 19;0;0
2022-02-27 20;6216;62,16
2022-02-27 21;7770;77,7
2022-02-27 22;7768;77,68
2022-02-27 23;6918;69,18
2022-02-27 24;6775;67,75
2022-02-28 01;6694;66,94
2022-02-28 02;6147;61,47
2022-02-28 03;6850;68,5
2022-02-28 04;6836;68,36
2022-02-28 05;6838;68,38
2022-02-28 06;7812;78,12
2022-02-28 07;8487;84,87
2022-02-28 08;8793;87,93
2022-02-28 09;6191;61,91
2022-02-28 10;392;3,92
2022-02-28 11;392;3,92
2022-02-28 12;124;1,24
2022-02-28 13;0;0
2022-02-28 14;0;0
2022-02-28 15;0;0
2022-02-28 16;0;0
2022-02-28 17;0;0
2022-02-28 18;0;0
2022-02-28 19;0;0
2022-02-28 20;0;0
2022-02-28 21;551;5,51
2022-02-28 22;8268;82,68
2022-02-28 23;7566;75,66
2022-02-28 24;7566;75,66
2022-03-01 01;7424;74,24
2022-03-01 02;7391;73,91
2022-03-01 03;7326;73,26
2022-03-01 04;7326;73,26
2022-03-01 05;7495;74,95
2022-03-01 06;7860;78,6
2022-03-01 07;8733;87,33
2022-03-01 08;10703;107,03
2022-03-01 09;9827;98,27
2022-03-01 10;6633;66,33
2022-03-01 11;5014;50,14
2022-03-01 12;5991;59,91
2022-03-01 13;5299;52,99
2022-03-01 14;5755;57,55
2022-03-01 15;6294;62,94
2022-03-01 16;7854;78,54
2022-03-01 17;6230;62,3
2022-03-01 18;2412;24,12
2022-03-01 19;2573;25,73
2022-03-01 20;9557;95,57
2022-03-01 21;12199;121,99
2022-03-01 22;18453;184,53
2022-03-01 23;17291;172,91
2022-03-01 24;11594;115,94
2022-03-02 01;9706;97,06
2022-03-02 02;9706;97,06
2022-03-02 03;9706;97,06
2022-03-02 04;9706;97,06
2022-03-02 05;9706;97,06
2022-03-02 06;9867;98,67
2022-03-02 07;10834;108,34
2022-03-02 08;10853;108,53
2022-03-02 09;8413;84,13
2022-03-02 10;427;4,27
2022-03-02 11;0;0
2022-03-02 12;0;0
2022-03-02 13;0;0
2022-03-02 14;0;0
2022-03-02 15;0;0
2022-03-02 16;0;0
2022-03-02 17;0;0
2022-03-02 18;1315;13,15
2022-03-02 19;5999;59,99
2022-03-02 20;10685;106,85
2022-03-02 21;10281;102,81
2022-03-02 22;10930;109,3
2022-03-02 23;10482;104,82
2022-03-02 24;9650;96,5
2022-03-03 01;9650;96,5
2022-03-03 02;9080;90,8
2022-03-03 03;10249;102,49
2022-03-03 04;10249;102,49
2022-03-03 05;10731;107,31
2022-03-03 06;10878;108,78
2022-03-03 07;10878;108,78
2022-03-03 08;10721;107,21
2022-03-03 09;11454;114,54
2022-03-03 10;8792;87,92
2022-03-03 11;8421;84,21
2022-03-03 12;8080;80,8
2022-03-03 13;8037;80,37
2022-03-03 14;8626;86,26
2022-03-03 15;12335;123,35
2022-03-03 16;18610;186,1
2022-03-03 17;12362;123,62
2022-03-03 18;6379;63,79
2022-03-03 19;8206;82,06
2022-03-03 20;10946;109,46
2022-03-03 21;14492;144,92
2022-03-03 22;23328;233,28
2022-03-03 23;18339;183,39
2022-03-03 24;18339;183,39
2022-03-04 01;18181;181,81
2022-03-04 02;18181;181,81
2022-03-04 03;18181;181,81
2022-03-04 04;18181;181,81
2022-03-04 05;18181;181,81
2022-03-04 06;18181;181,81
2022-03-04 07;18181;181,81
2022-03-04 08;18181;181,81
2022-03-04 09;18568;185,68
2022-03-04 10;11982;119,82
2022-03-04 11;5962;59,62
2022-03-04 12;4881;48,81
2022-03-04 13;3717;37,17
2022-03-04 14;9677;96,77
2022-03-04 15;11016;110,16
2022-03-04 16;10405;104,05
2022-03-04 17;8636;86,36
2022-03-04 18;7848;78,48
2022-03-04 19;7838;78,38
2022-03-04 20;9770;97,7
2022-03-04 21;9770;97,7
2022-03-04 22;11533;115,33
2022-03-04 23;11533;115,33
2022-03-04 24;11533;115,33
2022-03-05 01;11146;111,46
2022-03-05 02;11146;111,46
2022-03-05 03;10996;109,96
2022-03-05 04;10955;109,55
2022-03-05 05;10955;109,55
2022-03-05 06;10955;109,55
2022-03-05 07;11070;110,7
2022-03-05 08;11146;111,46
2022-03-05 09;8573;85,73
2022-03-05 10;389;3,89
2022-03-05 11;357;3,57
2022-03-05 12;0;0
2022-03-05 13;0;0
2022-03-05 14;0;0
2022-03-05 15;0;0
2022-03-05 16;0;0
2022-03-05 17;0;0
2022-03-05 18;0;0
2022-03-05 19;1997;19,97
2022-03-05 20;10691;106,91
2022-03-05 21;10857;108,57
2022-03-05 22;10857;108,57
2022-03-05 23;8605;86,05
2022-03-05 24;7851;78,51
2022-03-06 01;8205;82,05
2022-03-06 02;8279;82,79
2022-03-06 03;8486;84,86
2022-03-06 04;8911;89,11
2022-03-06 05;8333;83,33
2022-03-06 06;7893;78,93
2022-03-06 07;7615;76,15
2022-03-06 08;7387;73,87
2022-03-06 09;5459;54,59
2022-03-06 10;57;0,57
2022-03-06 11;0;0
2022-03-06 12;0;0
2022-03-06 13;0;0
2022-03-06 14;0;0
2022-03-06 15;0;0
2022-03-06 16;0;0
2022-03-06 17;0;0
2022-03-06 18;0;0
2022-03-06 19;264;2,64
2022-03-06 20;8801;88,01
2022-03-06 21;9875;98,75
2022-03-06 22;9875;98,75
2022-03-06 23;8587;85,87
2022-03-06 24;7381;73,81
2022-03-07 01;7449;74,49
2022-03-07 02;7643;76,43
2022-03-07 03;7643;76,43
2022-03-07 04;7787;77,87
2022-03-07 05;7900;79
2022-03-07 06;8230;82,3
2022-03-07 07;9951;99,51
2022-03-07 08;10015;100,15
2022-03-07 09;9801;98,01
2022-03-07 10;6819;68,19
2022-03-07 11;6819;68,19
2022-03-07 12;7359;73,59
2022-03-07 13;8039;80,39
2022-03-07 14;8039;80,39
2022-03-07 15;8039;80,39
2022-03-07 16;10264;102,64
2022-03-07 17;10264;102,64
2022-03-07 18;8371;83,71
2022-03-07 19;9108;91,08
2022-03-07 20;24309;243,09
2022-03-07 21;24233;242,33
2022-03-07 22;14614;146,14
2022-03-07 23;10296;102,96
2022-03-07 24;10245;102,45
2022-03-08 01;11005;110,05
2022-03-08 02;11005;110,05
2022-03-08 03;11110;111,1
2022-03-08 04;11224;112,24
2022-03-08 05;11224;112,24
2022-03-08 06;11224;112,24
2022-03-08 07;11452;114,52
2022-03-08 08;11909;119,09
2022-03-08 09;12474;124,74
2022-03-08 10;6842;68,42
2022-03-08 11;5350;53,5
2022-03-08 12;3860;38,6
2022-03-08 13;0;0
2022-03-08 14;0;0
2022-03-08 15;0;0
2022-03-08 16;0;0
2022-03-08 17;0;0
2022-03-08 18;0;0
2022-03-08 19;2018;20,18
2022-03-08 20;11786;117,86
2022-03-08 21;11086;110,86
2022-03-08 22;10275;102,75
2022-03-08 23;7752;77,52
2022-03-08 24;7728;77,28
2022-03-09 01;7321;73,21
2022-03-09 02;7228;72,28
2022-03-09 03;7199;71,99
2022-03-09 04;7885;78,85
2022-03-09 05;7885;78,85
2022-03-09 06;9471;94,71
2022-03-09 07;11814;118,14
2022-03-09 08;13168;131,68
2022-03-09 09;7654;76,54
2022-03-09 10;5290;52,9
2022-03-09 11;4341;43,41
2022-03-09 12;1645;16,45
2022-03-09 13;0;0
2022-03-09 14;0;0
2022-03-09 15;0;0
2022-03-09 16;0;0
2022-03-09 17;0;0
2022-03-09 18;0;0
2022-03-09 19;462;4,62
2022-03-09 20;9764;97,64
2022-03-09 21;10467;104,67
2022-03-09 22;8611;86,11
2022-03-09 23;7532;75,32
2022-03-09 24;7360;73,6
2022-03-10 01;6615;66,15
2022-03-10 02;6615;66,15
2022-03-10 03;6644;66,44
2022-03-10 04;6683;66,83
2022-03-10 05;6952;69,52
2022-03-10 06;7086;70,86
2022-03-10 07;9570;95,7
2022-03-10 08;10659;106,59
2022-03-10 09;9168;91,68
2022-03-10 10;1308;13,08
2022-03-10 11;285;2,85
2022-03-10 12;380;3,8
2022-03-10 13;380;3,8
2022-03-10 14;76;0,76
2022-03-10 15;662;6,62
2022-03-10 16;7942;79,42
2022-03-10 17;5577;55,77
2022-03-10 18;2722;27,22
2022-03-10 19;1446;14,46
2022-03-10 20;8200;82
2022-03-10 21;9768;97,68
2022-03-10 22;9768;97,68
2022-03-10 23;9768;97,68
2022-03-10 24;8513;85,13
2022-03-11 01;7863;78,63
2022-03-11 02;9289;92,89
2022-03-11 03;7550;75,5
2022-03-11 04;7550;75,5
2022-03-11 05;7623;76,23
2022-03-11 06;8547;85,47
2022-03-11 07;10195;101,95
2022-03-11 08;11222;112,22
2022-03-11 09;9486;94,86
2022-03-11 10;6026;60,26
2022-03-11 11;6637;66,37
2022-03-11 12;8761;87,61
2022-03-11 13;10000;100
2022-03-11 14;8516;85,16
2022-03-11 15;7976;79,76
2022-03-11 16;8583;85,83
2022-03-11 17;7703;77,03
2022-03-11 18;5636;56,36
2022-03-11 19;8189;81,89
2022-03-11 20;11664;116,64
2022-03-11 21;11821;118,21
2022-03-11 22;11821;118,21
2022-03-11 23;11509;115,09
2022-03-11 24;11447;114,47
2022-03-12 01;9831;98,31
2022-03-12 02;9831;98,31
2022-03-12 03;9818;98,18
2022-03-12 04;9669;96,69
2022-03-12 05;8254;82,54
2022-03-12 06;9669;96,69
2022-03-12 07;9669;96,69
2022-03-12 08;9793;97,93
2022-03-12 09;9077;90,77
2022-03-12 10;5343;53,43
2022-03-12 11;4990;49,9
2022-03-12 12;5096;50,96
2022-03-12 13;6256;62,56
2022-03-12 14;6497;64,97
2022-03-12 15;5096;50,96
2022-03-12 16;0;0
2022-03-12 17;0;0
2022-03-12 18;0;0
2022-03-12 19;4485;44,85
2022-03-12 20;10287;102,87
2022-03-12 21;10722;107,22
2022-03-12 22;10882;108,82
2022-03-12 23;10108;101,08
2022-03-12 24;8764;87,64
2022-03-13 01;8369;83,69
2022-03-13 02;8040;80,4
2022-03-13 03;6105;61,05
2022-03-13 04;6409;64,09
2022-03-13 05;7341;73,41
2022-03-13 06;7125;71,25
2022-03-13 07;6558;65,58
2022-03-13 08;6871;68,71
2022-03-13 09;5650;56,5
2022-03-13 10;410;4,1
2022-03-13 11;0;0
2022-03-13 12;0;0
2022-03-13 13;0;0
2022-03-13 14;0;0
2022-03-13 15;0;0
2022-03-13 16;0;0
2022-03-13 17;0;0
2022-03-13 18;0;0
2022-03-13 19;3533;35,33
2022-03-13 20;9757;97,57
2022-03-13 21;10437;104,37
2022-03-13 22;10529;105,29
2022-03-13 23;10515;105,15
2022-03-13 24;10411;104,11
2022-03-14 01;10225;102,25
2022-03-14 02;10225;102,25
2022-03-14 03;10225;102,25
2022-03-14 04;10225;102,25
2022-03-14 05;10225;102,25
2022-03-14 06;10225;102,25
2022-03-14 07;10225;102,25
2022-03-14 08;10732;107,32
2022-03-14 09;11610;116,1
2022-03-14 10;7431;74,31
2022-03-14 11;6703;67,03
2022-03-14 12;8721;87,21
2022-03-14 13;8070;80,7
2022-03-14 14;8000;80
2022-03-14 15;6701;67,01
2022-03-14 16;7589;75,89
2022-03-14 17;8000;80
2022-03-14 18;7500;75
2022-03-14 19;7594;75,94
2022-03-14 20;14467;144,67
2022-03-14 21;18120;181,2
2022-03-14 22;18632;186,32
2022-03-14 23;19201;192,01
2022-03-14 24;25180;251,8
2022-03-15 01;12252;122,52
2022-03-15 02;21231;212,31
2022-03-15 03;23962;239,62
2022-03-15 04;23962;239,62
2022-03-15 05;23887;238,87
2022-03-15 06;19447;194,47
2022-03-15 07;22457;224,57
2022-03-15 08;27573;275,73
2022-03-15 09;27868;278,68
2022-03-15 10;16174;161,74
2022-03-15 11;21966;219,66
2022-03-15 12;27162;271,62
2022-03-15 13;28733;287,33
2022-03-15 14;29086;290,86
2022-03-15 15;28876;288,76
2022-03-15 16;28862;288,62
2022-03-15 17;28964;289,64
2022-03-15 18;25743;257,43
2022-03-15 19;25890;258,9
2022-03-15 20;29692;296,92
2022-03-15 21;29870;298,7
2022-03-15 22;29268;292,68
2022-03-15 23;28868;288,68
2022-03-15 24;28619;286,19
2022-03-16 01;25429;254,29
2022-03-16 02;12264;122,64
2022-03-16 03;9186;91,86
2022-03-16 04;9186;91,86
2022-03-16 05;10885;108,85
2022-03-16 06;13727;137,27
2022-03-16 07;25387;253,87
2022-03-16 08;28234;282,34
2022-03-16 09;26916;269,16
2022-03-16 10;25566;255,66
2022-03-16 11;25566;255,66
2022-03-16 12;26566;265,66
2022-03-16 13;28940;289,4
2022-03-16 14;28940;289,4
